x       cos(sqrt(x))    analytical'  forward difference' analytical''  forward difference'' 
14.7		  -0.76967		   0.08326		   0.08377		   0.01026		   0.01002
14.8		  -0.76130		   0.08427		   0.08477		   0.01001		   0.00976
14.9		  -0.75282		   0.08526		   0.08575		   0.00977		   0.00953
15.0		  -0.74424		   0.08623		   0.08670		   0.00953		   0.00929
15.1		  -0.73557		   0.08717		   0.08763		   0.00929		   0.00906
15.2		  -0.72681		   0.08808		   0.08853		   0.00906		   0.00882
15.3		  -0.71796		   0.08898		   0.08942		   0.00882		   0.00859
15.4		  -0.70902		   0.08985		   0.09028		   0.00859		   0.00836
15.5		  -0.69999		   0.09070		   0.09111		   0.00836		   0.00814
15.6		  -0.69088		   0.09152		   0.09193		   0.00814		   0.00792
15.7		  -0.68169		   0.09233		   0.09272		   0.00791		   0.00769
15.8		  -0.67241		   0.09311		   0.09349		   0.00769		   0.00747
15.9		  -0.66306		   0.09386		   0.09423		   0.00747		   0.00726
16.0		  -0.65364		   0.09460		   0.09496		   0.00726		   0.00704
16.1		  -0.64415		   0.09532		   0.09566		   0.00704		   0.00683
16.2		  -0.63458		   0.09601		   0.09635		   0.00683		   0.00662
16.3		  -0.62494		   0.09668		   0.09701		   0.00662		   0.00641
16.4		  -0.61524		   0.09733		   0.09765		   0.00641		   0.00620
16.5		  -0.60548		   0.09796		   0.09827		   0.00621		   0.00600
16.6		  -0.59565		   0.09857		   0.09887		   0.00600		   0.00581
16.7		  -0.58576		   0.09916		   0.09945		   0.00580		   0.00560
16.8		  -0.57582		   0.09973		   0.10001		   0.00560		   0.00540
16.9		  -0.56582		   0.10028		   0.10055		   0.00540		   0.00522
17.0		  -0.55576		   0.10081		   0.10107		   0.00521		   0.00501
17.1		  -0.54566		   0.10133		   0.10157		   0.00501		   0.00483
17.2		  -0.53550		   0.10182		   0.10206		   0.00482		   0.00464
17.3		  -0.52529		   0.10229		   0.10252		   0.00463		   0.00445
17.4		  -0.51504		   0.10274		   0.10296		   0.00445		   0.00426
17.5		  -0.50474		   0.10318		   0.10339		   0.00426		   0.00408
17.6		  -0.49440		   0.10360		   0.10380		   0.00408		   0.00390
17.7		  -0.48402		   0.10400		   0.10419		   0.00390		   0.00372
17.8		  -0.47361		   0.10438		   0.10456		   0.00372		   0.00354
17.9		  -0.46315		   0.10474		   0.10491		   0.00354		   0.00337
18.0		  -0.45266		   0.10509		   0.10525		   0.00337		   0.00320
18.1		  -0.44213		   0.10541		   0.10557		   0.00319		   0.00302
18.2		  -0.43158		   0.10572		   0.10587		   0.00302		   0.00286
18.3		  -0.42099		   0.10602		   0.10616		   0.00285		   0.00269
18.4		  -0.41037		   0.10630		   0.10643		   0.00269		   0.00252
18.5		  -0.39973		   0.10656		   0.10668		   0.00252		   0.00236
18.6		  -0.38906		   0.10680		   0.10692		   0.00236		   0.00219
18.7		  -0.37837		   0.10703		   0.10714		   0.00220		   0.00204
18.8		  -0.36766		   0.10724		   0.10734		   0.00204		   0.00188
18.9		  -0.35692		   0.10744		   0.10753		   0.00188		   0.00172
19.0		  -0.34617		   0.10762		   0.10770		   0.00172		   0.00157
19.1		  -0.33540		   0.10778		   0.10786		   0.00157		   0.00142
19.2		  -0.32461		   0.10793		   0.10800		   0.00142		   0.00126
19.3		  -0.31381		   0.10806		   0.10812		   0.00127		   0.00111
19.4		  -0.30300		   0.10818		   0.10824		   0.00112		   0.00097
19.5		  -0.29218		   0.10829		   0.10833		   0.00097		   0.00083
19.6		  -0.28135		   0.10838		   0.10842		   0.00082		   0.00068
19.7		  -0.27050		   0.10845		   0.10848		   0.00068		   0.00054
19.8		  -0.25966		   0.10851		   0.10854		   0.00054		   0.00040
19.9		  -0.24880		   0.10856		   0.10858		   0.00040		   0.00026
20.0		  -0.23794		   0.10859		   0.10860		   0.00026		   0.00012
20.1		  -0.22708		   0.10861		   0.10862		   0.00012		  -0.00001
20.2		  -0.21622		   0.10862		   0.10861		  -0.00001		  -0.00015
20.3		  -0.20536		   0.10861		   0.10860		  -0.00015		  -0.00028
20.4		  -0.19450		   0.10859		   0.10857		  -0.00028		  -0.00041
20.5		  -0.18364		   0.10855		   0.10853		  -0.00041		  -0.00053
20.6		  -0.17279		   0.10851		   0.10848		  -0.00054		  -0.00066
20.7		  -0.16194		   0.10845		   0.10841		  -0.00066		  -0.00079
20.8		  -0.15110		   0.10837		   0.10833		  -0.00079		  -0.00091
20.9		  -0.14027		   0.10829		   0.10824		  -0.00091		  -0.00103
21.0		  -0.12944		   0.10819		   0.10814		  -0.00103		  -0.00115
21.1		  -0.11863		   0.10808		   0.10802		  -0.00116		  -0.00128
21.2		  -0.10783		   0.10796		   0.10789		  -0.00127		  -0.00139
21.3		  -0.09704		   0.10783		   0.10776		  -0.00139		  -0.00151
21.4		  -0.08626		   0.10768		   0.10760		  -0.00151		  -0.00162
21.5		  -0.07550		   0.10752		   0.10744		  -0.00162		  -0.00174
21.6		  -0.06476		   0.10736		   0.10727		  -0.00174		  -0.00185
21.7		  -0.05403		   0.10718		   0.10708		  -0.00185		  -0.00196
21.8		  -0.04332		   0.10699		   0.10689		  -0.00196		  -0.00207
21.9		  -0.03263		   0.10679		   0.10668		  -0.00207		  -0.00217
22.0		  -0.02197		   0.10657		   0.10646		  -0.00217		  -0.00228
22.1		  -0.01132		   0.10635		   0.10624		  -0.00228		  -0.00238
22.2		  -0.00070		   0.10612		   0.10600		  -0.00238		  -0.00248
22.3		   0.00990		   0.10588		   0.10575		  -0.00248		  -0.00259
22.4		   0.02048		   0.10562		   0.10549		  -0.00259		  -0.00269
22.5		   0.03103		   0.10536		   0.10522		  -0.00269		  -0.00278
22.6		   0.04155		   0.10508		   0.10494		  -0.00278		  -0.00288
22.7		   0.05204		   0.10480		   0.10466		  -0.00288		  -0.00298
22.8		   0.06251		   0.10451		   0.10436		  -0.00298		  -0.00307
22.9		   0.07295		   0.10421		   0.10405		  -0.00307		  -0.00316
23.0		   0.08335		   0.10389		   0.10373		  -0.00316		  -0.00326
23.1		   0.09372		   0.10357		   0.10341		  -0.00326		  -0.00335
23.2		   0.10407		   0.10324		   0.10307		  -0.00335		  -0.00344
23.3		   0.11437		   0.10290		   0.10273		  -0.00344		  -0.00352
23.4		   0.12465		   0.10256		   0.10238		  -0.00352		  -0.00361
23.5		   0.13488		   0.10220		   0.10202		  -0.00361		  -0.00369
23.6		   0.14509		   0.10183		   0.10165		  -0.00369		  -0.00378
23.7		   0.15525		   0.10146		   0.10127		  -0.00378		  -0.00386
23.8		   0.16538		   0.10108		   0.10088		  -0.00386		  -0.00394
23.9		   0.17547		   0.10069		   0.10049		  -0.00394		  -0.00402
24.0		   0.18552		   0.10029		   0.10009		  -0.00402		  -0.00410
24.1		   0.19552		   0.09988		   0.09968		  -0.00410		  -0.00418
24.2		   0.20549		   0.09947		   0.09926		  -0.00418		  -0.00425
24.3		   0.21542		   0.09905		   0.09884		  -0.00425		  -0.00433
24.4		   0.22530		   0.09862		   0.09840		  -0.00433		  -0.00440
24.5		   0.23514		   0.09818		   0.09796		  -0.00440		  -0.00447
24.6		   0.24494		   0.09774		   0.09751		  -0.00448		  -0.00455
24.7		   0.25469		   0.09729		   0.09706		  -0.00455		  -0.00462
24.8		   0.26440		   0.09683		   0.09660		  -0.00462		  -0.00468
24.9		   0.27405		   0.09636		   0.09613		  -0.00469		  -0.00476
25.0		   0.28367		   0.09589		   0.09565		  -0.00475		  -0.00482
25.1		   0.29323		   0.09541		   0.09517		  -0.00482		  -0.00489
25.2		   0.30275		   0.09493		   0.09468		  -0.00489		  -0.00495
25.3		   0.31222		   0.09444		   0.09419		  -0.00495		  -0.00501
25.4		   0.32164		   0.09394		   0.09369		  -0.00501		  -0.00508
25.5		   0.33101		   0.09343		   0.09318		  -0.00508		  -0.00514
25.6		   0.34032		   0.09292		   0.09266		  -0.00514		  -0.00520
25.7		   0.34959		   0.09241		   0.09214		  -0.00520		  -0.00526
25.8		   0.35880		   0.09188		   0.09162		  -0.00526		  -0.00532
25.9		   0.36797		   0.09135		   0.09109		  -0.00532		  -0.00537
26.0		   0.37708		   0.09082		   0.09055		  -0.00537		  -0.00543
26.1		   0.38613		   0.09028		   0.09001		  -0.00543		  -0.00548
26.2		   0.39513		   0.08973		   0.08946		  -0.00548		  -0.00554
26.3		   0.40408		   0.08918		   0.08891		  -0.00554		  -0.00558
26.4		   0.41297		   0.08863		   0.08835		  -0.00559		  -0.00564
26.5		   0.42180		   0.08807		   0.08778		  -0.00564		  -0.00569
26.6		   0.43058		   0.08750		   0.08721		  -0.00569		  -0.00574
26.7		   0.43930		   0.08693		   0.08664		  -0.00574		  -0.00579
26.8		   0.44797		   0.08635		   0.08606		  -0.00579		  -0.00584
26.9		   0.45657		   0.08577		   0.08548		  -0.00584		  -0.00589
27.0		   0.46512		   0.08518		   0.08489		  -0.00588		  -0.00593
27.1		   0.47361		   0.08459		   0.08430		  -0.00593		  -0.00597
27.2		   0.48204		   0.08400		   0.08370		  -0.00597		  -0.00602
27.3		   0.49041		   0.08340		   0.08310		  -0.00602		  -0.00606
27.4		   0.49872		   0.08279		   0.08249		  -0.00606		  -0.00610
27.5		   0.50697		   0.08219		   0.08188		  -0.00610		  -0.00615
27.6		   0.51515		   0.08157		   0.08126		  -0.00614		  -0.00618
27.7		   0.52328		   0.08096		   0.08065		  -0.00618		  -0.00622
27.8		   0.53135		   0.08034		   0.08002		  -0.00622		  -0.00626
27.9		   0.53935		   0.07971		   0.07940		  -0.00626		  -0.00629
28.0		   0.54729		   0.07908		   0.07877		  -0.00630		  -0.00634
28.1		   0.55516		   0.07845		   0.07814		  -0.00634		  -0.00638
28.2		   0.56298		   0.07782		   0.07750		  -0.00637		  -0.00640
28.3		   0.57073		   0.07718		   0.07686		  -0.00641		  -0.00644
28.4		   0.57841		   0.07654		   0.07621		  -0.00644		  -0.00647
28.5		   0.58604		   0.07589		   0.07557		  -0.00647		  -0.00650
28.6		   0.59359		   0.07524		   0.07492		  -0.00650		  -0.00654
28.7		   0.60108		   0.07459		   0.07426		  -0.00654		  -0.00656
28.8		   0.60851		   0.07393		   0.07361		  -0.00657		  -0.00659
28.9		   0.61587		   0.07328		   0.07295		  -0.00660		  -0.00663
29.0		   0.62316		   0.07262		   0.07228		  -0.00662		  -0.00665
29.1		   0.63039		   0.07195		   0.07162		  -0.00665		  -0.00668
29.2		   0.63756		   0.07128		   0.07095		  -0.00668		  -0.00670
29.3		   0.64465		   0.07062		   0.07028		  -0.00671		  -0.00674
29.4		   0.65168		   0.06994		   0.06961		  -0.00673		  -0.00675
29.5		   0.65864		   0.06927		   0.06893		  -0.00676		  -0.00678
29.6		   0.66553		   0.06859		   0.06825		  -0.00678		  -0.00680
29.7		   0.67236		   0.06791		   0.06757		  -0.00680		  -0.00682
29.8		   0.67911		   0.06723		   0.06689		  -0.00683		  -0.00685
29.9		   0.68580		   0.06655		   0.06621		  -0.00685		   0.00000
30.0		   0.69242		   0.06586		   0.00000		  -0.00687		   0.00000
